Sample_ID,pH,Turbidity_NTU,TDS_mg_L,Total_Hardness_mg_L,Chloride_mg_L,Sulphate_mg_L,Fluoride_mg_L,Nitrate_mg_L,Iron_mg_L,Calcium_mg_L,Magnesium_mg_L,Arsenic_mg_L,Lead_mg_L,Water_Quality,Usage_Class,Drinking_Status,Safe_for_Drinking,TDS_Status,Turbidity_Status,TDS_Recommendation,Turbidity_Recommendation,Severity,Overall_Recommendation,Treatment_Limitation,Lab_Test_Recommended
WQ047319,6.8482189819037576,0.3730503798452693,147.31777505691966,272.08430375844915,211.08030620042297,30.93534864081488,1.1529052549103511,19.22211832303094,0.4162357334596205,46.7461461027529,13.875108823852608,0.004227100016341,0.0088671961374572,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ078185,6.601264523113661,0.5116924341738903,329.0013774961487,136.31525529335556,209.0255141708407,141.88711952270603,1.8095509640265115,21.10396836805378,0.2433412652170798,20.330957266560507,26.729721041776187,0.002015690246728,0.0038796515070689,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ008921,8.125823016760142,1.3607918121085565,696.746335151326,192.21512587764676,82.10881478244859,210.36799344466456,0.7465014573495325,22.75025888615973,0.1480950901388823,150.22713815687138,19.13020097206794,0.0101612525909874,0.0012996940678672,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ010683,7.101203295000967,1.2703370731179309,286.3488589262918,151.56190101998698,124.48972364132224,115.33639144007569,0.640725792818447,7.569075222640862,0.0906715611747853,53.65750846652025,39.90186618816391,0.0027704028238762,0.0036676880805054,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ039988,7.041199771701869,0.3067609770385574,468.9616740644336,283.9942875443068,456.5817382378688,239.3396194658453,0.5553945020726987,18.338555939166486,0.6558692552253271,42.56107072436271,18.309528092957912,0.0035263318584386,0.0008225711051127,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ010249,7.639487440228265,3.405359097103379,400.195223830076,175.36442481500455,37.50754543840878,113.42785466343145,0.4995827648508563,16.325481485920452,0.1848216067021635,50.3339052339349,39.35950837116273,0.0073018683246673,0.0069509022355925,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ061353,6.908293626711527,0.438276580347063,521.4932340614288,202.1706113037658,249.3393107949169,96.23866785391874,0.8753282365843765,19.121001950626717,0.3901677661250683,73.7070066373316,16.483364309587188,0.005637633883063,0.0055059026623874,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ089668,6.777308719000358,0.7143967282773548,390.6580750289839,98.30089942288087,179.27811921047214,124.57002259325606,0.8054041826369357,17.989102217354954,0.4394674877706458,53.052416218286666,21.02535220727806,0.0029833124859185,0.0030378603625448,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ093288,8.00391595519409,1.3586673574127353,286.238730765226,555.5600712318363,194.4721813900375,186.8586002482396,0.6055028571765059,29.057261363345063,0.0673687865087831,80.33659123126989,35.89872207183761,0.0118564341765493,0.0022571723158818,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ032608,7.569440975806197,1.859419499290309,635.6813332651864,121.1799391227936,209.77615182209075,230.8630007288492,0.6377226724937133,12.709584688180971,0.1504183509297576,70.66890933612206,47.37768691533922,0.0007173106846845,0.0009970481902545,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ083682,7.033622265603722,0.3972639019866505,312.08052120569187,121.55044915146892,287.608485346716,169.80887972578515,0.5561598447562957,21.078619348026685,0.0816430781394686,44.114311670249016,45.324542059315256,0.0025780687439505,0.0177064090815721,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ081716,7.727570100278951,0.6262999175489594,973.3232797683144,186.0499574052824,214.45591239072235,84.68420618178332,0.7378704283814391,29.018873347331123,0.5835428120147188,39.960128610800574,7.611758108825388,0.002202310094728,0.0112269316403427,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ021015,7.767060019373345,1.5262410043616477,831.342586317644,159.18865734856095,217.25688102934475,214.06697005058084,0.7810922094679676,23.97710794475484,0.0884226566964787,73.30431046037845,9.318144673833585,0.0013496357046108,0.0010619867135664,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ075849,7.95643625079684,0.6295082621007209,777.4341758158812,134.02372748232852,83.72612058664495,106.44825065944306,0.739838354760308,31.176446132938374,0.2067839964533202,90.93052233763154,11.752568092347431,0.0029823732602028,0.0019762632582376,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ076923,6.175414732352946,0.6429774603320098,395.5250257191373,385.5180840082345,63.24325258317382,126.72328138349609,0.3392728448662225,15.74648845460685,0.1944401992838625,35.03214978475864,35.329855335117045,0.0051743578792012,0.0017535495957911,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ028955,6.749550784589564,0.4483657330184366,574.1799690107523,269.96371638118745,238.90674041053515,93.90470469728032,0.9468953926191632,17.746066697372395,0.2530250524858452,78.4354732149147,17.590958703470356,0.0012750826892146,0.0017916955693993,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ000344,6.921181253545878,1.5638637912202298,983.3225566817443,146.7682624878517,243.42641841069224,218.26672471539584,0.748724101616265,23.29954391641207,0.2576065183952172,82.9179590430296,42.89471466975653,0.0039389930271799,0.0056570839582425,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ026032,8.024071349062325,2.833195590765324,463.6982786126409,196.34845005492605,205.43552526727663,233.66569595450943,0.4389627201165014,36.99308147142273,0.0372902508765034,61.28442968903312,28.130639171000528,0.0022610218615008,0.0044648404076479,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ052393,7.41031725623382,0.6995589615230685,259.36934973102325,334.6745515951794,451.1318407280221,66.86311010153278,0.4610034165106293,10.753926919098337,0.0569696351002237,60.5515612309763,30.33847718669376,0.0075386129567963,0.0023158654485559,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ069639,7.184252776144779,2.400154103484824,295.49276394649644,86.39199374148147,115.47255932251755,110.46678705667382,0.4669067059369006,18.697671282038627,0.0557205530831415,62.85340245193154,20.345281129034205,0.0018227512402778,0.0032024412690822,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ022273,6.91834230590829,0.7954979818730887,430.5385838270177,609.7482377149512,125.74920338920492,66.47646734020854,0.487644700319743,31.34027565325547,0.1844179067967803,23.950813319532884,34.62232404541772,0.0015935578604989,0.0060367494434249,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ076795,7.706538560009463,2.882739498600197,355.61370367774225,305.489096493183,358.11114154986274,270.4117983718279,0.8393415631979789,30.142868444621783,0.046569658384116,136.01847691267128,40.79716307339827,0.0066021035310164,0.0046967287914747,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ030682,7.246235646157719,0.8659404803302763,238.7996581101004,303.34003338947724,815.2228435107463,42.50173062662408,0.3710100680800193,40.154486456092975,0.2101315854540698,23.574111433157743,83.16054075748977,0.0019754861330126,0.001845757161594,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ084151,7.275082716378733,0.6482389378123529,287.26057164259345,95.51626887971898,90.74090523309312,94.75968299754642,0.8346585315941598,15.779997750279533,0.1124902782516786,40.544593991102886,10.686049688651178,0.0054130694562581,0.0044990796214874,Safe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ044881,7.253007761423698,1.006159805982158,389.7377936986803,75.43653147820272,72.86732632630083,45.752162458700376,0.818910821240728,34.63494910254324,0.1313874162843988,64.81920283265981,24.183000994987463,0.005787714046241,0.0045168426701807,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ024372,7.370600769959546,1.20193157677358,479.80433761454896,296.4867380777723,278.17267026519136,157.03520121629242,0.6414364932287285,8.74282914108173,0.1034183096436597,94.35129925522769,24.812357526709537,0.0021720430070311,0.004343944294146,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ051552,7.770031530232646,0.504744230737677,401.9742094904371,156.44219926361018,145.35719592611113,321.3967401324401,0.5975149422252264,35.429981366354085,0.2772645976331953,128.05618938596942,34.6659363088621,0.0016586699957228,0.0069904035818256,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ093115,7.007278522859686,1.716184121464681,236.1624189774509,280.3318486011105,320.7384605615127,93.62558707455132,0.5807570716641037,24.20304200581494,0.125285193845589,131.6523598667431,13.2376954917218,0.0057506921087597,0.0037469186839984,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ084273,6.968983779426753,0.389186677207728,778.5328685820944,152.86803048214134,115.02156750327808,139.25231091489243,1.081332771318454,19.353148647377058,0.1437505998538188,63.77969691949368,12.343697362070143,0.0018996090888988,0.0090588572307756,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ016044,7.055450736610637,0.5686971846778751,295.3553800226064,210.28274229062544,191.3575739489644,360.2590842861081,0.3792657118801665,18.658368734691457,0.2497820912318985,34.2360757681552,79.02465614119534,0.0060356558138897,0.0037240861593387,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ004145,6.364599046200463,3.3610308434005987,424.3145904402422,132.55145794517458,202.327424452194,53.49435451770273,0.4699191574860412,16.90982993215131,0.1429831811820744,143.9752997446568,40.80033829353313,0.0020681669036528,0.0026337644569564,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ062308,8.257872758074727,1.4446355339039538,192.5611802417288,251.73488854249052,318.92397916909,145.85415782642715,1.2735204895179442,33.20084168132142,0.2173635940112808,195.15176439287768,26.73085184345137,0.0056694844686655,0.0043322224483228,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ064495,7.140329761690331,0.5470517564256016,606.8217882064376,144.1430813037827,208.14999218850863,68.38259926937893,0.6865315050134514,8.31898130955146,0.0792399614782263,108.33527509203,39.51485961667832,0.0039176415313115,0.0027583417294836,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ040428,8.106302326886173,0.3123185571883003,856.5882463492911,111.6375224523617,141.14156353399432,154.48126278894085,1.4536857099091205,41.33538505230329,0.3224137677555104,72.28865193456622,38.10123343006241,0.0029015732468745,0.0071667651835881,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
